Region,Individual,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Western Sydney,Adult,,,,,,,,,,,,,,,,,"539,451","2,747,287","2,653,379","2,666,649","3,147,409","2,712,914","3,198,667","2,965,021","2,981,146","3,155,420","2,918,954","3,138,780","3,205,506","2,758,636","2,782,379","2,828,725","3,155,673","2,824,091","3,126,771","2,900,491","3,410,254","3,343,056","3,121,518","2,944,698","2,824,192","2,528,071","2,375,602","2,263,646","1,709,866","437,771","598,735","853,680","957,505","881,254","930,378"
South Western Sydney,Child/Youth,,,,,,,,,,,,,,,,,"16,691","146,961","157,433","89,209","107,784","130,665","89,961","116,230","147,963","101,657","93,030","119,637","99,584","136,995","161,670","95,016","103,631","135,358","89,343","118,080","174,679","113,909","105,421","126,808","95,952","136,114","150,664","75,179","48,896","7,087","16,712","31,885","52,920","31,598","39,573"
South Western Sydney,Concession,,,,,,,,,,,,,,,,,"30,702","147,310","135,640","155,785","278,298","215,044","264,248","194,744","181,514","269,499","211,209","215,759","180,203","140,314","137,166","170,711","267,677","220,237","239,560","193,670","221,817","271,197","225,907","212,095","174,924","143,564","129,793","158,846","154,266","18,822","30,632","56,225","70,536","74,987","82,860"
South Western Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,606","59,186","86,528","94,274","114,141","112,211","128,257","140,565","148,411","187,539","226,782","365,737","435,580","450,839","472,658","477,055","359,803","79,502","131,898","217,724","258,301","238,080","268,270"
South Western Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,3,3,2,,2,,,5,1,,2,1,3,5,8,2,9,11,31,61,89,6,10,4,6,,,1,1,,
South Western Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,8,16,23,12,25,34,22,36,48,34,41,37,48,64,61,45,67,58,53,73,77,61,43,56,53,29,19,35,15,12,25
South Western Sydney,Employee,,,,,,,,,,,,,,,,,"6,906","34,266","32,601","33,710","37,488","33,926","41,087","37,618","37,089","38,512","35,176","39,788","42,010","35,387","36,982","39,811","45,208","41,235","47,388","46,489","51,928","51,125","48,734","50,792","50,371","46,259","43,606","43,319","39,285","21,673","24,758","27,416","29,729","28,233","30,099"
South Western Sydney,Free Travel,,,,,,,,,,,,,,,,,649,"3,068","2,992","3,135","3,481","3,304","3,701","3,228","3,327","3,894","3,531","4,149","4,113","3,309","3,507","3,775","4,068","3,782","4,396","4,181","4,512","4,569","4,386","4,773","4,544","3,871","3,677","4,141","3,078",851,"1,217","1,696","1,906","1,808","1,967"
South Western Sydney,School Student,,,,,,,,,,,,,,,,,"15,272","32,471","5,667","85,743","92,396","38,204","101,020","85,302","44,830","96,955","83,588","54,886","90,895","44,266","6,318","95,017","103,411","54,648","125,255","88,376","62,541","115,257","105,009","62,466","92,184","48,196","10,479","96,065","72,381",793,"30,246","80,119","43,089","74,388","69,239"
South Western Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,"45,746","245,648","232,330","227,433","270,519","239,740","273,977","257,857","256,350","264,719","248,517","272,272","276,162","249,493","244,054","250,360","276,404","258,793","292,648","265,137","318,035","312,617","299,864","291,765","280,664","269,601","244,548","225,501","165,812","48,961","70,387","106,112","111,088","103,582","115,360"
South Western Sydney,Sgl Trip Rail Adult,,,,,,,,,,,,,,,,,"23,436","144,438","116,088","119,174","137,572","106,326","114,880","110,934","98,773","110,146","109,668","124,188","132,716","117,999","98,039","99,747","115,129","97,771","84,180","88,135","89,763","91,030","83,585","90,429","92,066","91,249","74,706","72,906","44,856","3,546","4,355","7,608","8,992","5,292","5,844"
South Western Sydney,Sgl Trip Rail Child/Youth,,,,,,,,,,,,,,,,,"2,023","20,666","19,278","10,595","12,647","15,238","10,343","13,090","15,900","11,459","10,414","13,334","10,520","16,356","17,104","8,764","9,549","14,448","8,405","12,092","16,418","11,205","9,598","11,814","8,666","15,292","16,074","6,936","5,491","1,094","1,843","3,062","4,558","2,526","2,864"
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,999","1,956,943","1,626,311","1,906,632","1,906,845","1,743,923","1,697,214","1,728,736","1,426,920","1,364,962","1,392,764","1,036,636","272,697","415,415","568,700","631,818","626,359","623,121"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,416","73,247","67,245","106,258","78,152","73,716","87,262","76,493","85,045","92,408","66,262","39,093","3,717","14,214","26,483","47,078","31,377","36,558"
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,826","196,979","142,254","143,534","194,512","163,940","166,985","142,891","99,019","86,058","123,433","115,456","9,779","21,214","42,282","56,017","64,011","66,556"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,103","52,720","47,036","52,448","68,240","85,515","149,100","195,449","179,348","192,778","214,159","164,289","42,733","77,503","120,653","141,522","144,992","151,687"
Northern Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,2,,,,,4,,,
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,12,16,25,20,17,13,25,62,14,2,6,4,4,3,3
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,974","23,373","19,323","22,387","22,776","20,913","21,251","22,572","18,851","18,102","20,480","17,362","7,069","8,695","9,529","9,899","9,859","9,969"
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,"1,917","1,103","1,331","1,408","1,206","1,162","1,450","1,143","1,111","1,182",820,150,320,542,613,599,625
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,354","112,305","76,954","50,096","97,511","87,395","56,208","87,824","40,937","9,879","85,654","62,380",256,"25,009","64,900","37,671","65,273","59,538"
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,940","200,623","167,966","202,306","206,546","190,635","191,978","202,470","183,786","164,343","151,966","103,786","28,912","52,160","77,822","83,788","82,068","88,385"
Northern Sydney,Sgl Trip Rail Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,"8,251","5,549","6,270","5,997","4,897","4,558","5,006","4,832","4,266","3,679","1,854",251,560,"1,015",994,753,807
Northern Sydney,Sgl Trip Rail Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,"1,980","1,392","2,220","1,398","1,206","1,634","1,230","1,671","1,938",915,601,112,336,507,771,511,528
Grand Total,Total,"28,819,249","32,393,980","30,648,352","30,106,833","31,318,279","28,189,584","26,735,422","28,767,036","34,566,385","28,745,729","34,863,010","31,706,870","31,070,534","34,285,607","32,067,318","32,910,234","33,457,124","29,467,889","28,186,866","30,036,091","34,967,488","31,512,166","36,322,565","32,604,345","33,053,594","35,713,800","33,021,482","34,501,650","34,803,322","30,124,456","29,925,564","32,218,764","36,530,266","32,810,678","37,562,121","32,112,300","34,148,122","34,927,511","33,518,338","34,998,484","34,137,150","30,275,150","29,399,461","30,168,810","22,506,278","6,095,725","9,323,674","13,762,670","15,446,904","14,385,299","15,546,656"
