Region,Individual,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020
Northern Sydney,School Student,1,15,7,8,6,4,8,77,104,41,108,87,43,122,81,80,103,40,5,90,81,26,100,86,48,89,81,58,95,75,7,98,144,66,109,114,66,94,92,62,112,113,22,198,165,7,47,123,54,173,206
Northern Sydney,Senior/Pensioner,"4,200","4,073","4,120","4,203","4,111","3,903","2,820","3,704","4,263","4,380","4,544","4,933","4,180","3,937","3,666","4,342","4,402","4,344","1,382","3,882","3,968","4,494","4,600","4,369","4,223","4,101","4,127","4,199","4,569","4,436","3,646","4,075","4,445","4,050","4,413","4,431","4,540","4,656","4,016","5,095","5,003","4,975","5,032","4,246","2,480",574,924,"1,560","1,752","1,595","1,832"
Northern Sydney,Sgl Trip LR Adult,88,148,198,245,155,218,201,233,203,218,190,213,384,332,316,370,433,529,143,369,380,363,287,321,319,324,287,258,242,295,171,230,212,164,134,163,180,192,151,132,126,211,154,114,59,8,4,21,19,6,13
Northern Sydney,Sgl Trip LR Child/Youth,40,45,90,60,30,72,79,47,39,98,42,53,189,92,101,82,73,151,64,46,53,105,57,78,121,45,33,57,31,83,51,40,39,65,18,49,76,56,25,31,24,52,109,26,15,4,2,8,21,7,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,084","83,427","70,690","42,403","4,902","12,843","23,979","31,602","28,671","31,357"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,939","13,314","3,666","1,646",101,584,"1,612","4,631","1,271","2,199"
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,245","3,101","3,989","2,729",191,706,"1,745","2,746","2,707","3,106"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,078","20,693","20,322","12,940","1,418","5,148","10,218","14,542","13,499","15,195"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,1,1
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,197,143,114,18,44,99,147,177,181
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,155,122,60,17,37,57,68,56,78
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,42,423,289,9,155,417,252,363,456
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,564","19,225","15,094","8,718","1,529","3,653","7,070","7,940","7,315","8,909"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,"1,041",633,377,1,37,69,85,32,46
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,330,62,44,3,13,37,90,14,13
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,005","28,492","27,807","21,731","9,014","11,621","15,189","18,593","18,452","19,222"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,242","3,807","1,131",614,77,229,442,979,494,622
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,"1,587","2,699","2,368",594,838,"1,272","1,613","1,502","2,173"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,166","5,607","6,149","4,856","1,513","2,428","3,723","5,152","5,350","5,915"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,70,62,32,13,30,32,64,105,92
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,107,124,71,17,33,62,69,41,82
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,38,423,306,11,163,388,211,394,364
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,528","12,490","9,046","5,293","1,438","2,438","3,866","4,419","4,164","4,529"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,119,65,47,2,10,20,39,6,21
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,44,15,7,3,4,7,21,5,4
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,751","7,403","8,623","5,893","1,303","1,878","2,484","3,074","3,361","3,755"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,"1,212",612,307,37,80,164,279,298,299
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,409,"1,190",993,53,115,384,493,955,"1,050"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,309","2,000","2,265","1,660",429,739,964,"1,215","1,465","1,699"
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,12,14,2,4,9,47,74,97
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,27,14,1,1,7,4,5,7
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,198,182,5,74,298,213,292,211
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,176","1,607","1,398",809,232,317,450,661,835,851
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,35,25,6,,1,5,3,1,5
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,12,3,,1,5,3,,2
Western Sydney,Adult,"7,801","8,416","8,201","8,490","7,950","8,261","7,328","8,188","9,252","8,105","9,747","9,057","8,764","8,960","8,531","9,296","9,981","9,128","4,107","8,291","9,067","8,434","9,673","8,440","9,101","9,488","8,618","8,517","8,305","6,308","7,193","7,735","8,364","7,454","8,010","7,386","7,725","8,047","7,124","7,349","7,109","6,602","6,716","6,190","4,319","1,053","1,585","2,234","2,745","2,545","2,779"
Western Sydney,Child/Youth,"1,057",792,859,899,569,"1,059","1,085",650,710,955,663,833,966,579,752,707,686,"1,096",541,711,808,"1,014",723,706,"1,045",730,736,875,698,823,"1,048",881,904,982,851,818,"1,086",860,865,"1,024",945,"1,142","1,334",809,441,87,188,321,527,336,411
Western Sydney,Concession,342,481,401,417,339,349,288,290,561,443,511,432,485,560,437,409,463,372,188,401,544,452,449,479,455,543,450,510,449,267,307,410,627,546,500,458,455,530,412,395,365,376,334,376,294,55,82,150,230,185,199
Western Sydney,CTP,,,,,,,,,,,,,,,,,,,,,61,126,160,154,203,196,192,283,465,399,557,627,730,655,866,819,753,818,884,"1,308","1,618","1,747","1,907","2,153","1,295",326,600,910,"1,248","1,056","1,199"
Western Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
Western Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,7,2,2,2,5,4,1,11,18,18,35,42,35,32,26,18,5,4,,3,10,39,16,22
Western Sydney,Free Travel,23,23,24,25,7,5,15,17,15,16,15,10,5,9,16,13,14,19,9,12,13,10,9,4,5,11,6,6,17,16,21,12,16,14,13,10,8,6,8,5,8,8,6,6,4,,1,1,2,3,7
Western Sydney,School Student,12,29,21,28,47,21,4,56,79,18,76,58,60,126,81,71,89,22,5,89,107,64,159,101,46,123,96,42,72,29,8,94,106,55,122,97,50,131,119,71,106,53,29,237,206,9,92,220,148,248,225
Western Sydney,Senior/Pensioner,"1,426","1,405","1,412","1,461","1,251","1,491","1,235","1,308","1,498","1,526","1,580","1,463","1,455","1,355","1,437","1,474","1,492","1,487",592,"1,414","1,353","1,450","1,446","1,318","1,502","1,376","1,296","1,295","1,306","1,052","1,081","1,218","1,399","1,279","1,406","1,337","1,373","1,399","1,205","1,451","1,432","1,445","1,351","1,285",794,237,367,588,596,538,595
Western Sydney,Sgl Trip LR Adult,25,63,51,62,42,76,69,61,74,63,47,53,114,73,90,104,114,134,42,86,105,81,90,82,59,63,61,72,,1,6,1,2,1,,1,,1,,7,1,3,,4,1,,,,1,,
Western Sydney,Sgl Trip LR Child/Youth,4,19,36,22,6,33,32,20,18,21,19,13,50,15,31,28,28,60,19,16,22,51,22,27,55,13,16,17,3,,,1,,2,1,,1,1,,,,1,1,,,,,,,,
Northern Sydney ,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,563","17,039","16,596","12,680","3,100","5,737","9,779","13,295","12,738","12,838"
Northern Sydney ,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,"1,517",677,352,77,159,324,711,416,407
Northern Sydney ,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,869,"1,223","1,073",124,298,893,"1,389","1,330","1,440"
Northern Sydney ,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,991","5,922","6,101","4,641","1,013","2,274","4,730","7,172","7,163","7,996"
Northern Sydney ,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,1,
Northern Sydney ,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33,38,34,20,19,27,53,110,120
Northern Sydney ,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,19,22,6,19,17,20,25,26
Northern Sydney ,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,29,243,185,2,67,319,239,375,312
Northern Sydney ,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,848","5,039","4,635","3,480","1,684","2,784","3,847","4,435","4,548","4,733"
Northern Sydney ,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,76,69,59,,8,7,7,7,8
Northern Sydney ,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,24,7,6,1,2,4,6,2,5
Southern Sydney,Adult,"3,587","3,806","3,786","4,067","4,083","4,216","4,058","4,352","5,302","4,492","5,016","4,575","4,732","4,502","4,345","5,076","5,252","4,753","2,199","4,659","5,134","5,284","5,610","5,008","5,682","5,599","5,355","5,157","5,605","5,080","4,670","5,113","5,302","4,807","5,164","4,764","5,356","5,426","4,474","4,845","4,967","4,525","4,291","4,091","2,829",671,898,"1,371","1,575","1,657","1,720"
Southern Sydney,Child/Youth,595,618,565,514,448,475,441,471,545,557,591,522,624,664,525,571,588,505,313,556,463,573,628,524,708,658,607,495,504,548,566,532,550,569,615,570,662,733,543,593,677,563,601,538,299,57,132,226,244,211,233
Southern Sydney,Concession,244,290,261,271,245,242,211,249,324,317,323,348,339,380,283,253,324,312,111,223,310,281,297,280,304,333,290,220,272,268,278,297,301,279,253,252,307,315,252,268,285,294,271,333,230,28,72,122,203,207,187
Southern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,40,87,83,120,160,169,159,106,196,235,205,262,280,303,375,292,324,410,492,930,"1,013","1,127","1,103","1,054",806,211,304,526,675,591,600
Southern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,5,4,5,3,4,8,9,7,12,7,6,11,16,9,9,5,9,7,1,3,12,16,7,13
Southern Sydney,Free Travel,14,5,5,7,7,2,5,3,4,8,6,11,10,6,8,10,4,5,2,2,7,5,5,2,2,4,5,6,8,13,13,9,19,21,7,5,2,2,4,6,21,27,17,20,8,8,13,13,23,18,15
Southern Sydney,School Student,30,155,116,98,115,59,12,160,155,68,204,159,102,188,140,117,139,52,25,221,207,104,283,226,104,263,236,158,268,116,17,218,219,122,251,187,135,242,264,203,292,108,36,472,357,,145,326,232,485,357
Southern Sydney,Senior/Pensioner,596,732,708,756,618,637,617,644,748,701,760,652,728,696,705,712,769,796,290,667,711,757,740,628,592,668,685,673,597,607,531,599,661,629,648,636,679,663,576,695,708,718,652,663,403,187,226,350,323,370,374
Southern Sydney,Sgl Trip LR Adult,,,,1,,1,1,1,1,,,,5,,,6,6,3,3,1,2,1,3,,1,,,3,,3,,,1,,,,,,1,,1,,1,3,1,,,,,,
Southern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,1,,,2,1,,1,1,,,3,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Northern Sydney,Adult,"73,908","79,342","61,139","61,112","55,476","61,865","40,744","60,359","68,243","61,430","66,616","65,619","64,406","61,748","59,092","69,637","68,768","70,781","18,069","58,555","65,845","62,365","65,734","67,864","66,889","66,331","64,497","64,243","64,403","66,691","49,185","59,359","63,943","55,578","56,844","59,449","62,802","63,789","53,619","59,966","57,876","59,465","55,666","45,458","27,942",3,609,"6,168","11,538","10,127","10,932"
Northern Sydney,Child/Youth,"1,863","1,306","1,365","1,147","1,088","2,012","2,147","1,198","1,048","1,656","1,030","1,448","1,634","1,023","1,219","1,186","1,325","1,974",882,"1,321","1,059","1,539",933,"1,239","1,517",977,994,"1,136","1,113","1,562","1,650","1,017","1,035","1,313",657,"1,127","1,644",954,806,"1,667","1,742","1,924","3,948","1,061",438,,19,121,319,113,213
Northern Sydney,Concession,"3,453","3,333","2,733","2,580","2,584","3,169","2,161","3,283","3,316","3,125","2,631","2,967","3,434","3,004","2,839","2,838","3,036","3,486",915,"3,204","3,372","2,823","2,908","3,050","2,939","3,175","2,742","2,330","2,559","2,464","1,997","2,427","2,624","2,043","1,933","2,202","2,491","2,446","1,919","2,292","2,202","2,433","2,283","2,246","1,361",,27,386,734,627,752
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,336,657,706,752,"1,004",967,922,"1,093","1,129","1,880","1,826","1,995","2,349","2,095","2,289","2,353","2,616","3,173","3,300","6,269","7,593","8,150","9,201","8,634","5,328",,128,"1,294","2,498","2,095","2,589"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,,1,1,3,,,,,,1,
Northern Sydney,Employee,1,,,,,,,,,,,,,,,,,,,,,,,,1,74,116,89,93,128,104,114,113,123,126,72,104,126,72,107,115,117,101,90,93,,,26,54,41,57
Northern Sydney,Free Travel,80,109,101,131,122,72,47,94,97,99,120,105,60,75,79,106,103,127,25,88,92,91,82,87,80,91,77,67,78,81,56,81,75,99,78,61,89,88,55,82,80,90,67,57,35,,1,2,24,15,7
Northern Sydney,School Student,9,32,21,22,38,14,1,23,27,10,43,40,16,47,36,39,64,18,3,35,26,8,45,38,20,36,17,21,66,51,2,45,38,21,56,11,18,12,41,25,49,45,6,37,57,,4,9,5,6,12
Northern Sydney,Senior/Pensioner,"24,737","25,755","25,228","30,008","26,839","22,452","13,078","22,868","23,892","23,939","25,799","24,246","22,121","20,075","21,654","27,233","27,133","27,556","6,223","24,326","24,336","23,206","23,848","22,900","23,571","23,284","22,323","21,053","22,175","24,261","18,379","22,822","24,611","22,492","23,026","22,426","24,907","24,360","19,502","24,016","23,767","24,669","24,798","18,507","11,190",2,126,"3,512","6,810","5,578","7,118"
Northern Sydney,Sgl Trip LR Adult,169,348,421,407,332,387,267,282,337,293,369,423,560,627,611,590,780,736,182,542,556,445,486,399,285,356,334,297,319,403,228,300,284,316,253,268,283,323,211,231,189,246,210,137,92,,2,15,28,19,25
Northern Sydney,Sgl Trip LR Child/Youth,32,56,58,42,23,72,52,20,22,40,32,41,96,74,88,48,58,89,37,65,36,61,34,40,32,34,28,38,12,50,54,39,15,47,23,26,58,47,26,27,26,46,96,44,16,,,13,24,2,11
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,211","68,882","62,999","42,865","8,271","17,715","24,800","31,695","35,102","34,711"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,056","10,319","4,074","1,874",161,766,"1,414","3,702","1,770","2,235"
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,914","3,204","4,313","3,190",337,926,"1,950","2,911","3,131","3,647"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,543","16,080","16,461","11,651","2,358","5,529","9,140","12,635","13,341","14,344"
Northern Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,1,1,,1,2,3,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,139,133,120,47,81,103,188,249,231
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,132,128,98,22,38,70,93,76,71
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,110,860,598,6,310,858,569,"1,183","1,330"
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,090","15,087","13,810","9,298","3,333","5,458","7,714","8,899","9,033","9,887"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,585,463,318,5,13,40,46,16,17
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,245,73,21,7,3,18,31,14,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,206","2,705","4,381","5,944","6,503","7,904"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,66,158,319,208,262
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,534,"1,322","2,434","2,700","5,737"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,844,"1,680","2,547","2,938","3,759"
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,11,12,22
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,4
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,76,41,60,105
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,403,726,836,817,"1,023"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,11,1,1
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,868","16,878","23,747","15,273","2,721","3,725","4,929","6,073","5,902","7,271"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,"1,459","3,693","1,353",19,64,72,222,120,159
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,182","3,680","14,176","13,114",268,544,"1,222","1,861","1,816","4,662"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,130","2,662","5,679","3,833",412,945,"1,377","1,931","2,029","2,781"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,12,8,4,6,3,3,6,6
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,20,15,,,5,2,,
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,31,255,209,2,56,129,66,146,151
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,"1,319","1,319",978,224,299,401,620,611,650
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,46,45,8,1,1,2,1,2,3
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32,6,4,,,,1,4,1
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,619","4,701","4,797","3,661",837,"1,499","2,286","2,998","3,204","3,259"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,606,226,124,26,84,115,206,123,121
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,246,450,413,42,87,138,229,232,240
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,"1,521","1,768","1,346",264,592,"1,054","1,462","1,563","1,617"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,24,25,16,21,16,45,53,55
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,20,19,7,6,9,28,18,23,9
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,122,102,10,99,134,66,134,133
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,707,559,340,180,258,375,447,420,490
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,12,4,,,,3,,1
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,1,1,1,,,1,,
Southern Sydney,Adult,"4,950","5,490","5,301","5,421","5,120","5,441","4,686","5,342","6,172","5,048","5,257","5,587","5,530","5,492","5,356","5,827","6,241","5,555","2,394","5,114","5,724","5,175","5,721","4,972","5,226","5,667","5,212","4,798","5,333","4,648","4,237","4,879","5,033","4,644","4,896","4,503","4,364","4,619","3,916","4,346","4,360","4,278","3,832","3,628","2,632",667,958,"1,363","1,589","1,417","1,546"
Southern Sydney,Child/Youth,985,"1,129",898,858,692,836,801,667,706,836,551,734,787,621,710,703,685,888,448,601,617,798,609,475,718,635,576,658,639,676,773,585,601,693,587,576,742,606,544,747,640,719,818,400,293,90,124,234,403,276,315
Southern Sydney,Concession,347,509,443,460,442,430,417,491,665,530,488,495,407,535,448,477,429,374,114,332,450,417,418,353,376,447,391,415,377,375,282,323,447,388,330,294,346,407,317,370,345,316,282,303,291,108,121,204,220,220,191
Southern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,35,123,145,149,192,242,215,177,209,269,292,265,304,362,419,378,439,409,432,700,763,847,944,936,703,140,299,548,679,588,715
Southern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Southern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,3,1,1,1,4,3,4,6,4,9,5,6,6,9,6,6,8,,3,4,6,9,4
Southern Sydney,Free Travel,4,6,1,6,3,3,1,,3,3,4,1,2,6,6,6,1,3,3,1,5,4,2,2,5,,2,2,7,2,3,10,9,2,6,1,2,1,,13,5,6,,3,,,1,,,,2
Southern Sydney,School Student,63,441,421,439,559,253,31,523,653,168,459,362,215,499,303,297,375,141,26,326,313,136,478,367,198,481,360,220,372,179,28,422,484,243,531,388,189,435,392,256,358,170,53,483,342,7,128,279,221,396,335
